StudentKey,Student #,Section,Intro to Course and Syllabus Quiz (out of 100),Intro to Course and Syllabus Quiz Due Date,Intro Assignment (out of 100),Intro Assignment Due Date,Master Word Template (out of 115),Master Word Template Due Date,Letterhead Template (out of 170),Letterhead Template Due Date,Resume Assignment (out of 110),Resume Assignment Due Date,Excel Crash Course Quiz (out of 100),Excel Crash Course Quiz Due Date,Mail Merge Assignment (out of 142),Mail Merge Assignment Due Date,Report Template (out of 132),Report Template Due Date,PowerPoint Template (out of 130),Powerpoint Template Due Date,Datasets and Tables Assignment (out of 100),Datasets and Tables Assignment Due Date,Summarizing and Analyzing Data Assignment (out of 100),Summarizing and Analyzing Data Assignment  Due Date,Excel Recap Assignment (out of 124),Excel Recap Assignment Due Date,Specialized Functions 1 Assignment (out of 100),Specialized Functions 1 Assignment  Due Date,Excel Model (out of 155),Excel Model Due Date,MOS Day 1 GMetrix Assignment (out of 100),MOS Day 1 GMetrix Assignment  Due Date,MOS Day 2 Additional Practice Assignment (out of 75),MOS Day 2 Additional Practice Assignment  Due Date,Word Wrap-Up Quiz (out of 100),Word Wrap-Up Quiz  Due Date,PowerPoint Wrap-Up Quiz (out of 100),PowerPoint Wrap-Up Quiz  Due Date,Excel Crash Course Assignment (out of 100),Excel Crash Course Assignment  Due Date,Formulas and Functions Assignment (out of 100),Formulas and Functions Assignment  Due date,Prelim 1 (out of 100),Prelim 1 Due Date,Excel Analysis Assignment (out of 180),Excel Analysis Assignment Due Date,Certiport Account Creation Assignment (out of 100),Certiport Account Creation Assignment  Due Date,Prelim 2 (out of 100),Prelim 2 Due Date,Final Exam (out of 100),Final Exam Due Date,Final Score,Term
1,1,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",95.7,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",100,30-Aug-23,100,"Wednesday, September 27, 2023",100,30-Aug-23,100,13-Sep-23,100,18-Sep-23,100,15-Oct-23,100,18-Oct-23,100,30-Oct-23,100,25-Oct-23,100,4-Dec-23,100,6-Nov-23,96,13-Nov-23,85,13-Sep-23,90,20-Sep-23,100,27-Sep-23,90,11-Oct-23,87,28-Sep-23,87.8,21-Oct-23,100,13-Nov-23,91.8,11/7/2023,95,12/10/2023,95.6,Fall2023
2,2,FA23,94.1,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",100,30-Aug-23,95,"Wednesday, September 27, 2023",100,30-Aug-23,100,13-Sep-23,97.7,18-Sep-23,100,15-Oct-23,95,18-Oct-23,91.9,30-Oct-23,100,25-Oct-23,93.5,4-Dec-23,100,6-Nov-23,88,13-Nov-23,95,13-Sep-23,100,20-Sep-23,100,27-Sep-23,87.5,11-Oct-23,87,28-Sep-23,95.6,21-Oct-23,100,13-Nov-23,96.7,11/7/2023,95,12/10/2023,97.13,Fall2023
3,3,FA23,94.1,"Monday, August 21, 2023",100,"Monday, August 21, 2023",92.2,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",93.6,30-Aug-23,70,"Wednesday, September 27, 2023",100,30-Aug-23,97.7,13-Sep-23,96.2,18-Sep-23,93,15-Oct-23,89,18-Oct-23,94.4,30-Oct-23,89.5,25-Oct-23,100,4-Dec-23,100,6-Nov-23,88,13-Nov-23,70,13-Sep-23,100,20-Sep-23,100,27-Sep-23,82.5,11-Oct-23,60,28-Sep-23,84.2,21-Oct-23,100,13-Nov-23,88.5,11/7/2023,90,12/10/2023,92.13,Fall2023
4,4,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",99.1,30-Aug-23,90,"Wednesday, September 27, 2023",100,30-Aug-23,100,13-Sep-23,100,18-Sep-23,92.4,15-Oct-23,98,18-Oct-23,96.8,30-Oct-23,0,25-Oct-23,95.5,4-Dec-23,100,6-Nov-23,92,13-Nov-23,85,13-Sep-23,95,20-Sep-23,100,27-Sep-23,100,11-Oct-23,100,28-Sep-23,96.7,21-Oct-23,100,13-Nov-23,100,11/7/2023,96,12/10/2023,95.33,Fall2023
5,5,FA23,94.1,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",100,30-Aug-23,75,"Wednesday, September 27, 2023",100,30-Aug-23,97,13-Sep-23,88.5,18-Sep-23,90,15-Oct-23,90.5,18-Oct-23,87.9,30-Oct-23,0,25-Oct-23,96.8,4-Dec-23,100,6-Nov-23,86.7,13-Nov-23,90,13-Sep-23,90,20-Sep-23,100,27-Sep-23,100,11-Oct-23,84,28-Sep-23,81.1,21-Oct-23,100,13-Nov-23,95.8,11/7/2023,95,12/10/2023,91.69,Fall2023
6,6,FA23,94.1,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",99.4,"Monday, August 28, 2023",99.1,30-Aug-23,90,"Wednesday, September 27, 2023",100,30-Aug-23,100,13-Sep-23,88.5,18-Sep-23,92.5,15-Oct-23,96,18-Oct-23,96,30-Oct-23,85.5,25-Oct-23,87.1,4-Dec-23,100,6-Nov-23,96,13-Nov-23,85,13-Sep-23,95,20-Sep-23,100,27-Sep-23,90,11-Oct-23,81,28-Sep-23,96.7,21-Oct-23,100,13-Nov-23,97,11/7/2023,95,12/10/2023,95.51,Fall2023
7,7,FA23,88.2,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",98.8,"Monday, August 28, 2023",98.2,30-Aug-23,85,"Wednesday, September 27, 2023",100,30-Aug-23,93.2,13-Sep-23,100,18-Sep-23,89.5,15-Oct-23,0,18-Oct-23,100,30-Oct-23,0,25-Oct-23,92.3,4-Dec-23,100,6-Nov-23,85.3,13-Nov-23,0,13-Sep-23,100,20-Sep-23,100,27-Sep-23,92.5,11-Oct-23,60,28-Sep-23,74.2,21-Oct-23,100,13-Nov-23,84.1,11/7/2023,89,12/10/2023,84.23,Fall2023
8,8,FA23,94.1,"Monday, August 21, 2023",100,"Monday, August 21, 2023",98.3,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",98.2,30-Aug-23,90,"Wednesday, September 27, 2023",85.9,30-Aug-23,97,13-Sep-23,88.5,18-Sep-23,82,15-Oct-23,93.5,18-Oct-23,80.6,30-Oct-23,86.3,25-Oct-23,98.1,4-Dec-23,100,6-Nov-23,97.3,13-Nov-23,85,13-Sep-23,95,20-Sep-23,100,27-Sep-23,97.5,11-Oct-23,78,28-Sep-23,72.8,21-Oct-23,100,13-Nov-23,75.8,11/7/2023,98,12/10/2023,88.94,Fall2023
9,9,FA23,94.1,"Monday, August 21, 2023",100,"Monday, August 21, 2023",96.5,"Wednesday, August 23, 2023",84.1,"Monday, August 28, 2023",99.1,30-Aug-23,85,"Wednesday, September 27, 2023",95.8,30-Aug-23,62.9,13-Sep-23,74.6,18-Sep-23,82,15-Oct-23,86.5,18-Oct-23,75,30-Oct-23,46.4,25-Oct-23,96.8,4-Dec-23,100,6-Nov-23,90.7,13-Nov-23,85,13-Sep-23,90,20-Sep-23,100,27-Sep-23,100,11-Oct-23,60,28-Sep-23,62.2,21-Oct-23,100,13-Nov-23,40,11/7/2023,78,12/10/2023,85.09,Fall2023
10,10,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",97.3,30-Aug-23,90,"Wednesday, September 27, 2023",93,30-Aug-23,99.2,13-Sep-23,100,18-Sep-23,97,15-Oct-23,97.5,18-Oct-23,98.4,30-Oct-23,89.5,25-Oct-23,96.8,4-Dec-23,100,6-Nov-23,80,13-Nov-23,90,13-Sep-23,95,20-Sep-23,100,27-Sep-23,100,11-Oct-23,69,28-Sep-23,95.6,21-Oct-23,100,13-Nov-23,81.6,11/7/2023,94,12/10/2023,93.98,Fall2023
11,11,FA23,88.2,"Monday, August 21, 2023",100,"Monday, August 21, 2023",93.9,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",92.7,30-Aug-23,80,"Wednesday, September 27, 2023",78.9,30-Aug-23,94.7,13-Sep-23,100,18-Sep-23,90,15-Oct-23,98,18-Oct-23,97.6,30-Oct-23,86.4,25-Oct-23,94.8,4-Dec-23,100,6-Nov-23,81.3,13-Nov-23,90,13-Sep-23,95,20-Sep-23,100,27-Sep-23,97.5,11-Oct-23,86,28-Sep-23,89.4,21-Oct-23,100,13-Nov-23,95.8,11/7/2023,95,12/10/2023,93.31,Fall2023
12,12,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",87,"Wednesday, August 23, 2023",91.2,"Monday, August 28, 2023",95.5,30-Aug-23,100,"Wednesday, September 27, 2023",100,30-Aug-23,92.4,13-Sep-23,97.7,18-Sep-23,100,15-Oct-23,97.5,18-Oct-23,91.9,30-Oct-23,100,25-Oct-23,96.1,4-Dec-23,100,6-Nov-23,93.3,13-Nov-23,80,13-Sep-23,100,20-Sep-23,100,27-Sep-23,100,11-Oct-23,60,28-Sep-23,85.6,21-Oct-23,100,13-Nov-23,40,11/7/2023,73,12/10/2023,92,Fall2023
13,13,FA23,82.3,"Monday, August 21, 2023",100,"Monday, August 21, 2023",92.2,"Wednesday, August 23, 2023",93.5,"Monday, August 28, 2023",86.4,30-Aug-23,60,"Wednesday, September 27, 2023",96.5,30-Aug-23,94.7,13-Sep-23,76.9,18-Sep-23,81.5,15-Oct-23,87.3,18-Oct-23,33.9,30-Oct-23,0,25-Oct-23,91,4-Dec-23,100,6-Nov-23,65.3,13-Nov-23,60,13-Sep-23,75,20-Sep-23,100,27-Sep-23,92.5,11-Oct-23,60,28-Sep-23,79.4,21-Oct-23,100,13-Nov-23,51.7,11/7/2023,73,12/10/2023,82.01,Fall2023
14,14,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",96.5,"Wednesday, August 23, 2023",98.8,"Monday, August 28, 2023",100,30-Aug-23,100,"Wednesday, September 27, 2023",100,30-Aug-23,97.7,13-Sep-23,100,18-Sep-23,99,15-Oct-23,92.5,18-Oct-23,97.6,30-Oct-23,78.1,25-Oct-23,92.3,4-Dec-23,100,6-Nov-23,96,13-Nov-23,95,13-Sep-23,90,20-Sep-23,100,27-Sep-23,76,11-Oct-23,88,28-Sep-23,97.2,21-Oct-23,100,13-Nov-23,98,11/7/2023,98,12/10/2023,91.02,Fall2023
15,15,FA23,94.1,"Monday, August 21, 2023",100,"Monday, August 21, 2023",95.7,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",100,30-Aug-23,90,"Wednesday, September 27, 2023",100,30-Aug-23,100,13-Sep-23,87.7,18-Sep-23,88.5,15-Oct-23,100,18-Oct-23,90.3,30-Oct-23,100,25-Oct-23,98.7,4-Dec-23,100,6-Nov-23,78.7,13-Nov-23,95,13-Sep-23,100,20-Sep-23,100,27-Sep-23,97.5,11-Oct-23,88,28-Sep-23,90,21-Oct-23,100,13-Nov-23,100,11/7/2023,94,12/10/2023,92.86,Fall2023
16,16,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",94.5,30-Aug-23,100,"Wednesday, September 27, 2023",96.5,30-Aug-23,100,13-Sep-23,98.5,18-Sep-23,92.9,15-Oct-23,95.5,18-Oct-23,0,30-Oct-23,86.4,25-Oct-23,87.1,4-Dec-23,100,6-Nov-23,65.3,13-Nov-23,90,13-Sep-23,100,20-Sep-23,100,27-Sep-23,92.5,11-Oct-23,85,28-Sep-23,76.9,21-Oct-23,100,13-Nov-23,86.3,11/7/2023,96,12/10/2023,90.94,Fall2023
17,17,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",98.8,"Monday, August 28, 2023",98.2,30-Aug-23,95,"Wednesday, September 27, 2023",100,30-Aug-23,100,13-Sep-23,70.8,18-Sep-23,92.9,15-Oct-23,100,18-Oct-23,95.2,30-Oct-23,97.9,25-Oct-23,95.5,4-Dec-23,100,6-Nov-23,96,13-Nov-23,100,13-Sep-23,100,20-Sep-23,100,27-Sep-23,88.8,11-Oct-23,87,28-Sep-23,86.1,21-Oct-23,100,13-Nov-23,98,11/7/2023,96,12/10/2023,96.56,Fall2023
18,18,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",94.8,"Wednesday, August 23, 2023",97.6,"Monday, August 28, 2023",98.2,30-Aug-23,100,"Wednesday, September 27, 2023",92.3,30-Aug-23,96.2,13-Sep-23,82.3,18-Sep-23,47.5,15-Oct-23,88.6,18-Oct-23,77.4,30-Oct-23,99.6,25-Oct-23,87.7,4-Dec-23,100,6-Nov-23,84,13-Nov-23,90,13-Sep-23,90,20-Sep-23,100,27-Sep-23,88.8,11-Oct-23,60,28-Sep-23,81.7,21-Oct-23,100,13-Nov-23,67.6,11/7/2023,89,12/10/2023,89.53,Fall2023
19,19,FA23,88.2,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",92.7,30-Aug-23,85,"Wednesday, September 27, 2023",100,30-Aug-23,100,13-Sep-23,100,18-Sep-23,100,15-Oct-23,99.5,18-Oct-23,98.4,30-Oct-23,95,25-Oct-23,92.3,4-Dec-23,100,6-Nov-23,89.3,13-Nov-23,90,13-Sep-23,90,20-Sep-23,100,27-Sep-23,100,11-Oct-23,76,28-Sep-23,97.2,21-Oct-23,100,13-Nov-23,91.3,11/7/2023,95,12/10/2023,93.63,Fall2023
20,20,FA23,94.1,"Monday, August 21, 2023",100,"Monday, August 21, 2023",98.3,"Wednesday, August 23, 2023",97.6,"Monday, August 28, 2023",98.2,30-Aug-23,85,"Wednesday, September 27, 2023",96.5,30-Aug-23,100,13-Sep-23,100,18-Sep-23,100,15-Oct-23,100,18-Oct-23,92.7,30-Oct-23,100,25-Oct-23,93.5,4-Dec-23,100,6-Nov-23,92,13-Nov-23,95,13-Sep-23,85,20-Sep-23,100,27-Sep-23,100,11-Oct-23,83,28-Sep-23,83.3,21-Oct-23,100,13-Nov-23,96.7,11/7/2023,93,12/10/2023,92.75,Fall2023
21,21,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",0,30-Aug-23,95,"Wednesday, September 27, 2023",100,30-Aug-23,99.2,13-Sep-23,100,18-Sep-23,93,15-Oct-23,98,18-Oct-23,99.2,30-Oct-23,100,25-Oct-23,100,4-Dec-23,100,6-Nov-23,96,13-Nov-23,100,13-Sep-23,100,20-Sep-23,100,27-Sep-23,100,11-Oct-23,79,28-Sep-23,98.3,21-Oct-23,100,13-Nov-23,95.8,11/7/2023,95,12/10/2023,95.39,Fall2023
22,22,FA23,94.1,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",98.8,"Monday, August 28, 2023",100,30-Aug-23,85,"Wednesday, September 27, 2023",96.5,30-Aug-23,100,13-Sep-23,96.2,18-Sep-23,85.5,15-Oct-23,92,18-Oct-23,95.2,30-Oct-23,92,25-Oct-23,100,4-Dec-23,100,6-Nov-23,96,13-Nov-23,75,13-Sep-23,95,20-Sep-23,100,27-Sep-23,97.5,11-Oct-23,92,28-Sep-23,92.8,21-Oct-23,100,13-Nov-23,91.2,11/7/2023,98,12/10/2023,95.1,Fall2023
23,23,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",98.2,30-Aug-23,95,"Wednesday, September 27, 2023",96.5,30-Aug-23,100,13-Sep-23,100,18-Sep-23,100,15-Oct-23,100,18-Oct-23,93.5,30-Oct-23,100,25-Oct-23,94.8,4-Dec-23,100,6-Nov-23,92,13-Nov-23,95,13-Sep-23,100,20-Sep-23,100,27-Sep-23,100,11-Oct-23,90,28-Sep-23,98.9,21-Oct-23,100,13-Nov-23,100,11/7/2023,98,12/10/2023,97.92,Fall2023
24,24,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",96.5,"Wednesday, August 23, 2023",97.1,"Monday, August 28, 2023",96.4,30-Aug-23,85,"Wednesday, September 27, 2023",93,30-Aug-23,96.2,13-Sep-23,80.8,18-Sep-23,33.1,15-Oct-23,82.5,18-Oct-23,0,30-Oct-23,81.1,25-Oct-23,0,4-Dec-23,100,6-Nov-23,0,13-Nov-23,85,13-Sep-23,90,20-Sep-23,0,27-Sep-23,90,11-Oct-23,60,28-Sep-23,43.3,21-Oct-23,100,13-Nov-23,40,11/7/2023,0,12/10/2023,65.97,Fall2023
25,25,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",98.8,"Monday, August 28, 2023",73.6,30-Aug-23,95,"Wednesday, September 27, 2023",96.5,30-Aug-23,96.2,13-Sep-23,95.4,18-Sep-23,92.5,15-Oct-23,95,18-Oct-23,97.6,30-Oct-23,96,25-Oct-23,98.7,4-Dec-23,100,6-Nov-23,92,13-Nov-23,80,13-Sep-23,95,20-Sep-23,100,27-Sep-23,100,11-Oct-23,75,28-Sep-23,92.8,21-Oct-23,100,13-Nov-23,96.7,11/7/2023,90,12/10/2023,94.35,Fall2023
26,26,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",99.1,30-Aug-23,80,"Wednesday, September 27, 2023",93,30-Aug-23,100,13-Sep-23,93.8,18-Sep-23,93,15-Oct-23,98,18-Oct-23,96,30-Oct-23,95.2,25-Oct-23,99.4,4-Dec-23,100,6-Nov-23,92,13-Nov-23,85,13-Sep-23,100,20-Sep-23,100,27-Sep-23,100,11-Oct-23,82,28-Sep-23,95,21-Oct-23,100,13-Nov-23,98.3,11/7/2023,95,12/10/2023,96.02,Fall2023
27,27,FA23,94.1,"Monday, August 21, 2023",100,"Monday, August 21, 2023",99.1,"Wednesday, August 23, 2023",98.8,"Monday, August 28, 2023",100,30-Aug-23,85,"Wednesday, September 27, 2023",95.8,30-Aug-23,97.7,13-Sep-23,100,18-Sep-23,93,15-Oct-23,87,18-Oct-23,100,30-Oct-23,95.3,25-Oct-23,100,4-Dec-23,100,6-Nov-23,96,13-Nov-23,95,13-Sep-23,95,20-Sep-23,100,27-Sep-23,100,11-Oct-23,85,28-Sep-23,88.9,21-Oct-23,100,13-Nov-23,96.7,11/7/2023,96,12/10/2023,96.14,Fall2023
28,28,FA23,94.1,"Monday, August 21, 2023",100,"Monday, August 21, 2023",89.6,"Wednesday, August 23, 2023",98.8,"Monday, August 28, 2023",96.4,30-Aug-23,85,"Wednesday, September 27, 2023",100,30-Aug-23,93.2,13-Sep-23,73.1,18-Sep-23,100,15-Oct-23,99,18-Oct-23,98.4,30-Oct-23,0,25-Oct-23,90.3,4-Dec-23,100,6-Nov-23,84,13-Nov-23,85,13-Sep-23,95,20-Sep-23,100,27-Sep-23,92.5,11-Oct-23,76,28-Sep-23,77.2,21-Oct-23,100,13-Nov-23,86.7,11/7/2023,100,12/10/2023,90.58,Fall2023
29,29,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",98.2,30-Aug-23,80,"Wednesday, September 27, 2023",100,30-Aug-23,100,13-Sep-23,100,18-Sep-23,82.5,15-Oct-23,95,18-Oct-23,91.9,30-Oct-23,88.3,25-Oct-23,100,4-Dec-23,100,6-Nov-23,88,13-Nov-23,90,13-Sep-23,100,20-Sep-23,100,27-Sep-23,100,11-Oct-23,95,28-Sep-23,67.8,21-Oct-23,100,13-Nov-23,100,11/7/2023,98,12/10/2023,94.66,Fall2023
30,30,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",98.3,"Wednesday, August 23, 2023",95.3,"Monday, August 28, 2023",89.1,30-Aug-23,95,"Wednesday, September 27, 2023",93,30-Aug-23,100,13-Sep-23,96.2,18-Sep-23,93,15-Oct-23,96,18-Oct-23,87.9,30-Oct-23,89.9,25-Oct-23,98.7,4-Dec-23,100,6-Nov-23,84,13-Nov-23,90,13-Sep-23,95,20-Sep-23,100,27-Sep-23,100,11-Oct-23,78,28-Sep-23,92.2,21-Oct-23,100,13-Nov-23,99.7,11/7/2023,95,12/10/2023,95.43,Fall2023
31,31,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",100,30-Aug-23,85,"Wednesday, September 27, 2023",100,30-Aug-23,99.2,13-Sep-23,96.2,18-Sep-23,100,15-Oct-23,91,18-Oct-23,100,30-Oct-23,83.6,25-Oct-23,100,4-Dec-23,100,6-Nov-23,84,13-Nov-23,75,13-Sep-23,100,20-Sep-23,100,27-Sep-23,68.5,11-Oct-23,96,28-Sep-23,93.9,21-Oct-23,100,13-Nov-23,99.7,11/7/2023,91,12/10/2023,94.98,Fall2023
32,32,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",94.8,"Wednesday, August 23, 2023",98.8,"Monday, August 28, 2023",100,30-Aug-23,95,"Wednesday, September 27, 2023",100,30-Aug-23,95.5,13-Sep-23,90,18-Sep-23,100,15-Oct-23,95.5,18-Oct-23,100,30-Oct-23,100,25-Oct-23,98.1,4-Dec-23,100,6-Nov-23,89.3,13-Nov-23,100,13-Sep-23,95,20-Sep-23,100,27-Sep-23,100,11-Oct-23,60,28-Sep-23,96.7,21-Oct-23,100,13-Nov-23,99.7,11/7/2023,93,12/10/2023,96.22,Fall2023
33,33,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",98.2,30-Aug-23,85,"Wednesday, September 27, 2023",96.5,30-Aug-23,93.9,13-Sep-23,100,18-Sep-23,85.5,15-Oct-23,98.5,18-Oct-23,96,30-Oct-23,95.2,25-Oct-23,100,4-Dec-23,100,6-Nov-23,73.3,13-Nov-23,90,13-Sep-23,100,20-Sep-23,100,27-Sep-23,100,11-Oct-23,77,28-Sep-23,95.3,21-Oct-23,100,13-Nov-23,98.8,11/7/2023,94,12/10/2023,96.11,Fall2023
34,34,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",98.2,30-Aug-23,90,"Wednesday, September 27, 2023",100,30-Aug-23,100,13-Sep-23,88.5,18-Sep-23,90,15-Oct-23,94,18-Oct-23,96,30-Oct-23,93.1,25-Oct-23,98.1,4-Dec-23,100,6-Nov-23,81.3,13-Nov-23,90,13-Sep-23,95,20-Sep-23,100,27-Sep-23,100,11-Oct-23,95,28-Sep-23,96.1,21-Oct-23,100,13-Nov-23,100,11/7/2023,100,12/10/2023,96.37,Fall2023
35,35,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",96.5,"Wednesday, August 23, 2023",77.6,"Monday, August 28, 2023",90,30-Aug-23,70,"Wednesday, September 27, 2023",85.9,30-Aug-23,87.9,13-Sep-23,92.3,18-Sep-23,71.5,15-Oct-23,87.2,18-Oct-23,17.7,30-Oct-23,66.5,25-Oct-23,93.5,4-Dec-23,100,6-Nov-23,72,13-Nov-23,0,13-Sep-23,70,20-Sep-23,100,27-Sep-23,90,11-Oct-23,60,28-Sep-23,0,21-Oct-23,100,13-Nov-23,40,11/7/2023,94,12/10/2023,78.22,Fall2023
36,36,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",100,30-Aug-23,85,"Wednesday, September 27, 2023",100,30-Aug-23,100,13-Sep-23,93.8,18-Sep-23,0,15-Oct-23,95.5,18-Oct-23,72.6,30-Oct-23,100,25-Oct-23,93.5,4-Dec-23,100,6-Nov-23,0,13-Nov-23,80,13-Sep-23,100,20-Sep-23,0,27-Sep-23,0,11-Oct-23,90,28-Sep-23,85.6,21-Oct-23,100,13-Nov-23,88.7,11/7/2023,95,12/10/2023,81.54,Fall2023
37,37,FA23,100,"Monday, August 21, 2023",0,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",100,30-Aug-23,80,"Wednesday, September 27, 2023",89.4,30-Aug-23,93.9,13-Sep-23,97.7,18-Sep-23,100,15-Oct-23,93.5,18-Oct-23,80.6,30-Oct-23,100,25-Oct-23,98.1,4-Dec-23,100,6-Nov-23,82.7,13-Nov-23,90,13-Sep-23,90,20-Sep-23,100,27-Sep-23,90,11-Oct-23,74,28-Sep-23,78.3,21-Oct-23,100,13-Nov-23,95.9,11/7/2023,91,12/10/2023,91.15,Fall2023
38,38,FA23,94.1,"Monday, August 21, 2023",100,"Monday, August 21, 2023",97.4,"Wednesday, August 23, 2023",98.8,"Monday, August 28, 2023",93.6,30-Aug-23,90,"Wednesday, September 27, 2023",89.4,30-Aug-23,85.6,13-Sep-23,88.5,18-Sep-23,73,15-Oct-23,75.2,18-Oct-23,73.4,30-Oct-23,86.4,25-Oct-23,81.3,4-Dec-23,100,6-Nov-23,100,13-Nov-23,80,13-Sep-23,95,20-Sep-23,100,27-Sep-23,86.3,11-Oct-23,60,28-Sep-23,66.7,21-Oct-23,100,13-Nov-23,62.4,11/7/2023,79,12/10/2023,85.84,Fall2023
39,39,FA23,94.1,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",98.8,"Monday, August 28, 2023",100,30-Aug-23,85,"Wednesday, September 27, 2023",96.5,30-Aug-23,100,13-Sep-23,100,18-Sep-23,100,15-Oct-23,96,18-Oct-23,96,30-Oct-23,96.8,25-Oct-23,100,4-Dec-23,100,6-Nov-23,85.3,13-Nov-23,80,13-Sep-23,100,20-Sep-23,100,27-Sep-23,87.5,11-Oct-23,75,28-Sep-23,87.2,21-Oct-23,100,13-Nov-23,95,11/7/2023,91,12/10/2023,95.48,Fall2023
40,40,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",94.8,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",100,30-Aug-23,85,"Wednesday, September 27, 2023",96.5,30-Aug-23,97.7,13-Sep-23,93.1,18-Sep-23,78.9,15-Oct-23,97,18-Oct-23,100,30-Oct-23,93.1,25-Oct-23,100,4-Dec-23,100,6-Nov-23,100,13-Nov-23,85,13-Sep-23,100,20-Sep-23,100,27-Sep-23,100,11-Oct-23,94,28-Sep-23,94.4,21-Oct-23,100,13-Nov-23,92.4,11/7/2023,89,12/10/2023,95.29,Fall2023
41,41,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",90.9,30-Aug-23,95,"Wednesday, September 27, 2023",96.5,30-Aug-23,100,13-Sep-23,63.1,18-Sep-23,92.4,15-Oct-23,92,18-Oct-23,79,30-Oct-23,80.1,25-Oct-23,99.4,4-Dec-23,100,6-Nov-23,100,13-Nov-23,95,13-Sep-23,100,20-Sep-23,100,27-Sep-23,100,11-Oct-23,60,28-Sep-23,92.2,21-Oct-23,100,13-Nov-23,78.7,11/7/2023,93,12/10/2023,93.94,Fall2023
42,42,FA23,100,"Monday, August 21, 2023",100,"Monday, August 21, 2023",100,"Wednesday, August 23, 2023",100,"Monday, August 28, 2023",100,30-Aug-23,95,"Wednesday, September 27, 2023",100,30-Aug-23,100,13-Sep-23,100,18-Sep-23,87,15-Oct-23,100,18-Oct-23,98.4,30-Oct-23,100,25-Oct-23,100,4-Dec-23,100,6-Nov-23,96,13-Nov-23,100,13-Sep-23,100,20-Sep-23,100,27-Sep-23,87.5,11-Oct-23,99,28-Sep-23,88.9,21-Oct-23,100,13-Nov-23,100,11/7/2023,94,12/10/2023,97.65,Fall2023
